file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$UnorderedSuite,innerclass,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0
E:\FYP_Project\temp_batch\File_5527.java,ReverseListIterator,class,5,5,0,5,3,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,19,1,0,1,0,0,0,2,4,1,3,1,0,0,0,27,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$MethodExampleTestWithClassRule,innerclass,4,4,0,4,3,1,0,1,0,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,2,12,1,0,0,0,0,0,2,1,0,1,0,0,0,0,13,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$HasAssumeWithMessageAndCause,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2178.java,org.junit.tests.experimental.theories.extendingwithstubs.StubbedTheories,class,5,5,0,5,2,3,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$Anonymous1,anonymous,2,2,0,2,4,1,0,2,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,1,0,0,0,0,0,14,-1,0
E:\FYP_Project\temp_batch\File_68.java,org.apache.commons.lang3.builder.ConversionTest,class,1,1,0,1,3,1,0,4,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,18,0,0,0,0,0,0,2,16,0,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$DurationAfterTestTest,innerclass,5,5,0,5,2,2,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$HasFailingAssumptionWithMessage,innerclass,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_983.java,SystemUtils,class,5,5,0,5,35,1,0,60,239,0.99464875,0.0,0.0,23,22,16,3,0,4,20,0,0,0,130,130,128,1,0,1,130,0,0,225,28,1,7,1,0,108,1,134,14,134,2,0,0,1,309,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ClassRuleOrderingDefault,innerclass,5,5,0,5,4,1,0,1,6,0.0,0.0,0.0,4,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,4,0,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2144.java,org.junit.internal.InexactComparisonCriteria,class,2,3,1,2,4,2,0,2,0,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,2,17,0,0,0,0,0,0,0,2,0,1,1,0,0,0,14,1,0
E:\FYP_Project\temp_batch\File_5636.java,ModuleDetails,class,4,4,0,4,18,1,0,3,99,0.81746036,0.0,0.0,18,0,18,0,0,0,18,0,0,0,7,0,0,7,0,0,2,0,0,68,7,0,0,0,0,0,0,12,0,7,0,0,0,0,56,17,0
E:\FYP_Project\temp_batch\File_5356.java,com.puppycrawl.tools.checkstyle.xpath.iterators.ReverseListIterator,class,2,2,0,2,3,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,19,1,0,1,0,0,0,2,4,1,3,1,0,0,0,27,1,0
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,class,1,1,0,1,11,2,0,2,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,4,0,0,10,0,0,0,1,0,0,0,22,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$Increment$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_337.java,ModuleType,enum,1,2,1,1,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,3,0,1,0,1,0,0,0,0,33,1,0
E:\FYP_Project\temp_batch\File_958.java,TestSuite,class,12,13,1,12,47,1,0,36,234,0.76,0.0,0.0,25,3,20,5,0,0,20,0,0,0,2,0,0,2,0,0,0,0,0,170,23,5,4,4,4,22,6,12,9,8,3,1,0,0,143,1,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BadNumberOfAnnotatedFieldTest,innerclass,7,7,0,7,3,1,0,3,1,0.33333334,0.0,0.0,3,1,2,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,13,2,0,0,0,0,0,4,0,0,2,0,0,0,0,15,9,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$Unordered,innerclass,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_947.java,Reflection,class,2,2,0,2,2,1,0,2,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,1,0,0,0,0,1,0,0,0,28,16,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoOldTests,innerclass,1,1,0,1,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Skipped,innerclass,6,6,0,6,1,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,2,1,2,0,0,1,0,0,14,0,0,0,0,0,1,0,1,0,3,0,1,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,class,3,4,1,3,11,2,0,11,9,0.5,0.0,0.0,6,2,2,2,2,0,4,1,1,0,1,0,0,1,0,0,0,0,2,26,3,2,3,0,0,3,2,4,0,2,3,0,0,0,69,1025,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$CallMethodOnlyOnceRule,innerclass,5,5,0,5,2,1,0,1,0,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,20,1,0,0,0,0,0,2,1,0,1,0,0,1,0,13,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithCollection,innerclass,4,4,0,4,3,1,0,2,3,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,class,16,16,0,16,40,1,0,36,251,0.9456522,0.0,0.0,23,22,20,3,0,0,20,0,0,0,4,4,0,4,0,0,4,0,0,128,26,3,9,1,3,7,10,16,16,17,2,0,0,4,199,1,0
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,class,8,13,5,8,13,2,0,4,43,0.72727275,0.0,0.0,11,0,3,3,4,1,8,0,1,0,3,0,0,3,0,0,1,0,0,67,3,0,2,0,0,1,3,6,1,4,1,0,2,0,108,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$OrderTestRule$Anonymous2,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,class,4,5,1,4,16,3,0,15,0,0.5714286,0.0,0.0,7,1,7,0,0,0,7,0,0,0,2,1,0,2,0,0,2,0,3,50,3,5,1,0,0,4,3,4,0,3,2,0,0,0,71,1,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoTests,innerclass,2,2,0,2,2,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_989.java,MainTest,class,6,6,0,6,3,1,0,13,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,5,2,4,0,4,1,0,0,2,51,1,0
E:\FYP_Project\temp_batch\File_3861.java,org.apache.commons.lang3.builder.RecursiveToStringStyle,class,4,5,1,4,6,2,0,12,6,1.0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,1,1,0,1,0,0,1,0,1,21,1,0,1,0,0,0,1,1,0,1,1,0,0,0,82,1,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$Example,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
E:\FYP_Project\temp_batch\File_985.java,org.apache.commons.lang3.EnumUtils,class,5,6,1,5,40,1,0,47,251,0.9456522,0.0,0.0,23,22,20,3,0,0,20,0,0,0,4,4,0,4,0,0,4,0,38,128,26,3,9,1,3,7,10,16,16,17,2,0,0,4,199,1,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$TestWithUseParametersRunnerFactoryAnnotation,innerclass,6,6,0,6,3,1,0,1,3,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,9,0
E:\FYP_Project\temp_batch\File_5223.java,org.apache.commons.lang3.text.FormatFactory,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
E:\FYP_Project\temp_batch\File_659.java,junit.tests.runner.ResultTest$AssumptionFailedTest,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2175.java,org.junit.tests.experimental.max.JUnit38SortingTest$JUnit4Test,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest,class,16,17,1,16,30,1,0,29,217,0.87878793,0.0,0.0,22,1,20,2,0,0,20,0,0,0,3,3,0,1,0,2,2,0,17,205,1,0,0,7,0,13,25,17,0,16,1,2,9,0,94,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$SonOfExampleTest,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$OrderedAlphanumerically,innerclass,3,3,0,3,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$HasFailingAssumeInBeforeClass,innerclass,3,3,0,3,2,1,0,2,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$TestClassWithAssumptionFailure,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$NewTest,innerclass,3,3,0,3,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$ExpectedTest,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_2161.java,org.junit.runners.ParentRunner,class,31,35,4,31,67,2,0,73,491,0.88,0.0,0.0,35,0,7,10,18,0,25,3,3,0,5,1,0,5,0,0,3,0,6,312,21,9,6,8,0,0,1,40,0,27,4,5,1,0,273,1025,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Succeeded,innerclass,5,5,0,5,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,2,0,1,0,0,8,9,0
E:\FYP_Project\temp_batch\File_881.java,org.junit.Assert,class,15,67,52,15,107,1,0,64,2485,0.0,0.0,0.0,71,70,56,13,1,1,58,0,0,0,0,0,0,0,0,0,0,0,93,318,19,0,21,1,2,36,3,25,19,17,3,0,0,0,223,1,0
E:\FYP_Project\temp_batch\File_913.java,org.junit.runner.Computer$Anonymous2,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,-1,0
E:\FYP_Project\temp_batch\File_913.java,org.junit.runner.Computer$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$InterplayWithOtherRules,innerclass,4,4,0,4,2,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,2,28,0,0,0,0,0,2,0,2,0,1,0,0,2,0,25,9,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$MalformedJUnit38Test,innerclass,0,0,0,0,2,1,0,0,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,10,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$InterplayWithOtherRules$ExpectedExceptionTest,innerclass,5,5,0,5,1,1,0,2,0,0.5,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,8,0,0,0,0,0,1,0,2,0,2,0,0,0,0,14,9,0
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch$InternalWatcher,innerclass,4,4,0,4,5,2,0,7,10,0.0,0.0,0.0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$CustomTestName$Anonymous6,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$WatchmanTest,innerclass,5,5,0,5,2,1,0,1,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,1,1,0,0,0,0,1,17,0,0,0,0,0,0,0,1,0,2,0,1,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Finished,innerclass,5,5,0,5,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,11,0,0,0,0,0,0,0,1,0,2,0,1,0,0,8,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ProtectedParametersTest,innerclass,4,4,0,4,2,1,0,1,1,0.0,0.0,0.0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_5581.java,Parameterized,class,14,14,0,14,9,1,0,12,6,0.0,NaN,NaN,4,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1,3,0,0,4,2,3,1,3,3,0,2,0,241,1,0
E:\FYP_Project\temp_batch\File_5220.java,org.apache.commons.lang3.math.IEEE754rUtils,class,3,4,1,3,29,1,0,13,78,0.0,0.0,0.0,13,12,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,28,88,20,4,4,0,0,8,12,12,0,8,1,0,0,0,62,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$OrderTestRule,innerclass,4,4,0,4,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,1,0,1,0,1,0,0,8,10,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$ExampleTest,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_1103.java,SynchronizedHandler,class,4,5,1,4,7,1,0,13,8,0.6,0.0,0.0,5,2,2,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,25,2,0,1,0,0,1,0,3,0,3,1,0,0,0,62,1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$Callbacks$SuccessfulTest,innerclass,3,3,0,3,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,class,21,22,1,21,82,9,0,63,1365,0.76428574,0.0,0.0,70,2,2,4,0,64,66,0,0,0,6,0,0,6,0,0,0,0,7,638,4,4,0,4,0,26,233,84,0,59,2,1,4,17,120,0,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$ExampleTest,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_2381.java,org.apache.commons.lang3.function.PredicatesTest,class,1,1,0,1,2,1,0,6,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,2,0,2,0,0,0,0,11,0,0
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,class,6,7,1,6,66,2,0,72,324,0.8121212,0.0,0.0,33,0,0,5,0,28,28,0,0,0,5,5,0,5,0,0,5,0,23,390,5,0,0,1,0,59,55,95,14,95,1,0,0,24,158,0,0
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,class,16,17,1,16,160,1,0,42,183,0.85034007,0.0,0.0,42,10,34,4,1,3,38,0,0,0,7,1,0,7,0,0,1,0,0,448,85,11,56,2,3,1,11,46,0,27,3,0,0,0,325,1,0
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker$CheckIntervalData,innerclass,1,1,0,1,5,1,0,2,2,0.5,0.0,0.0,4,0,3,0,0,1,4,0,0,0,2,0,0,2,0,0,2,0,0,17,3,0,1,0,0,0,1,2,1,2,0,0,0,0,48,26,0
E:\FYP_Project\temp_batch\File_2606.java,ConversionTest,class,1,1,0,1,3,1,0,4,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,18,0,0,0,0,0,0,2,16,0,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ParameterizedWithoutSpecialTestname,innerclass,4,4,0,4,3,1,0,1,3,0.0,0.0,0.0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,2,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$CallsMethodReturningRuleOnlyOnce$Dummy,innerclass,4,4,0,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,10,0
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,class,4,5,1,4,9,2,0,13,10,0.0,0.0,0.0,5,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5,41,0,1,5,1,2,9,4,7,1,7,1,1,0,0,31,1,0
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoUnEqualTests,innerclass,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2547.java,TestRule,interface,1,2,1,1,1,1,80,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$PrivateRule,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2141.java,ComparisonFailure,class,4,5,1,4,4,1,0,2,0,0.5625,0.0,0.0,4,0,4,0,0,0,4,0,0,0,4,2,0,4,0,0,2,0,0,92,3,0,0,0,0,0,2,4,0,4,0,0,1,0,79,1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest,class,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$TestMethodRule$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_967.java,WrongBeforeClass,innerclass,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_89.java,com.puppycrawl.tools.checkstyle.internal.utils.TestUtil,class,12,14,2,12,46,1,0,81,561,0.9705882,0.0,0.0,34,33,30,4,0,0,30,0,0,0,1,1,0,1,0,0,1,0,40,198,38,2,6,3,0,12,4,31,1,33,3,0,0,11,292,17,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$SubclassOfTestWithClassRule,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2175.java,org.junit.tests.experimental.max.JUnit38SortingTest$JUnit38Test,innerclass,1,1,0,1,3,2,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_5170.java,org.junit.rules.TestRule,interface,2,31,29,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1,0
