file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
E:\FYP_Project\temp_batch\File_5636.java,ModuleDetails,setFullQualifiedName/1[String],false,109,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,true
E:\FYP_Project\temp_batch\File_5636.java,ModuleDetails,getName/0,false,82,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
E:\FYP_Project\temp_batch\File_5636.java,ModuleDetails,addToProperties/1[List<ModulePropertyDetails>],false,172,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
E:\FYP_Project\temp_batch\File_5636.java,ModuleDetails,getModuleType/0,false,208,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
E:\FYP_Project\temp_batch\File_5356.java,com.puppycrawl.tools.checkstyle.xpath.iterators.ReverseListIterator,next/0,false,58,1,0,0,0,2,1,11,1,1,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5356.java,com.puppycrawl.tools.checkstyle.xpath.iterators.ReverseListIterator,ReverseListIterator/1[java.util.Collection<? extends com.puppycrawl.tools.checkstyle.xpath.iterators.NodeInfo>],true,47,0,0,0,0,1,2,4,0,0,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,11,1,0,true
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertNegInfinityEqualsInfinity/0,false,55,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertPosInfinityEqualsInfinity/0,false,51,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertPosInfinityNotEquals/0,false,42,0,0,0,0,2,2,9,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,12,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertNaNEqualsNaN/0,false,29,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertNaNEqualsFails/0,false,20,0,0,0,0,2,2,9,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,12,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertPosInfinityNotEqualsNegInfinity/0,false,33,0,0,0,0,2,2,9,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,13,1,0,false
E:\FYP_Project\temp_batch\File_2168.java,junit.tests.framework.DoublePrecisionAssertTest,testAssertEqualsNaNFails/0,false,11,0,0,0,0,2,2,9,1,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$Increment$Anonymous2,evaluate/0,false,92,0,4,0,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
E:\FYP_Project\temp_batch\File_337.java,ModuleType,ModuleType/1[String],true,42,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,true
E:\FYP_Project\temp_batch\File_337.java,ModuleType,getLabel/0,false,51,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,testCaseForClass/1[Class<?>],false,176,4,0,0,0,2,4,8,2,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,11,2,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,countTestCases/0,false,211,0,0,0,0,2,1,7,1,1,0,1,1,0,1,0,0,0,0,1,2,0,1,0,0,0,17,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,"createTest/2[Class<?>,String]",false,49,5,0,0,0,7,8,31,5,2,2,8,1,1,0,1,2,4,11,2,3,4,3,0,0,0,37,9,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,testAt/1[int],false,256,1,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,toString/0,false,277,2,0,0,0,2,2,6,2,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,addTestsFromTestCase/1[Class<?>],false,121,4,0,0,0,6,11,25,2,2,1,11,1,1,2,1,1,0,5,1,4,3,2,0,0,0,30,2,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,TestSuite/1[Class<?>[]],true,170,1,0,0,0,2,2,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,getName/0,false,224,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,"addTestMethod/3[Method,List<String>,Class<?>]",false,284,3,0,0,0,4,9,14,2,1,3,9,1,1,0,0,0,0,3,0,1,1,2,0,0,0,12,2,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,addTest/1[Test],false,197,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,"TestSuite/2[Class<? extends TestCase>,String]",true,153,1,0,0,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,run/1[TestResult],false,231,0,0,0,0,3,2,8,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,setName/1[String],false,249,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,isPublicTestMethod/1[Method],false,299,0,0,0,0,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,"TestSuite/2[Class<? extends TestCase>[],String]",true,189,1,0,0,0,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,TestSuite/1[String],true,161,0,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,TestSuite/1[Class<?>],true,117,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,addTestSuite/1[Class<? extends TestCase>],false,204,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,testCount/0,false,263,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,getTestConstructor/1[Class<?>],false,80,3,0,0,0,2,1,8,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,9,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,warning/1[String],false,92,2,0,0,0,1,0,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,9,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,"runTest/2[Test,TestResult]",false,240,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,isTestMethod/1[Method],false,303,0,0,0,0,2,5,3,1,0,1,5,1,1,0,1,0,0,1,1,0,0,0,0,0,0,4,2,0,false
E:\FYP_Project\temp_batch\File_958.java,TestSuite,TestSuite/0,true,108,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
E:\FYP_Project\temp_batch\File_958.java,TestSuite,tests/0,false,270,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BadNumberOfAnnotatedFieldTest,test/0,false,215,3,2,0,2,1,2,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BadNumberOfAnnotatedFieldTest,data/0,false,205,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$BadNumberOfAnnotatedFieldTest,fib/1[int],false,219,0,1,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,false
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$Unordered,b/0,false,30,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$Unordered,a/0,false,25,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$Unordered,c/0,false,35,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_947.java,Reflection,"getUnchecked/2[Field,Object]",false,36,2,0,0,0,2,2,8,1,0,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,25,8,0,true
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoOldTests,testTwo/0,false,185,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoOldTests,testOne/0,false,182,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Skipped,test/0,false,256,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,matches/1[java.lang.Object],false,58,2,1,0,1,2,2,3,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23,17,0,true
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,TypeSafeMatcher/0,true,26,1,1,0,1,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0,false
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,isMatchesSafelyMethod/1[java.lang.reflect.Method],false,42,0,0,0,0,2,4,3,1,0,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5,10,0,false
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,matchesSafely/1[T],false,20,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1025,0,true
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,TypeSafeMatcher/1[java.lang.Class<T>],true,48,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,false
E:\FYP_Project\temp_batch\File_2146.java,org.junit.internal.matchers.TypeSafeMatcher,findExpectedType/1[java.lang.Class<?>],false,30,1,1,0,1,4,4,10,1,1,1,4,0,0,2,1,0,0,1,1,2,0,3,0,0,0,16,10,0,false
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$CallMethodOnlyOnceRule,both/0,false,236,2,1,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,false
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$CallMethodOnlyOnceRule,onlyOnce/0,false,242,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithCollection,SingleArgumentTestWithCollection/1[java.lang.Object],true,686,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithCollection,data/0,false,682,1,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$SingleArgumentTestWithCollection,aTest/0,false,690,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"processBitVector/2[Class<E>,long]",false,426,4,0,0,0,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"isValidEnum/2[Class<E>,String]",false,390,3,0,0,0,2,1,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnumMap/2[Class<E>,Function<E,K>]",false,304,6,0,0,0,1,4,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,EnumUtils/0,true,477,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"generateBitVector/2[Class<E>,E[]]",false,98,4,0,0,0,1,3,4,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getFirstEnumIgnoreCase/4[Class<E>,String,Function<E,String>,E]",false,367,4,0,0,0,2,6,6,2,1,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,43,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getFirstEnum/4[Class<E>,int,ToIntFunction<E>,E]",false,345,4,0,0,0,3,6,6,2,1,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,43,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,getEnumList/1[Class<E>],false,273,5,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"generateBitVectors/2[Class<E>,Iterable<? extends E>]",false,178,5,0,0,0,2,8,12,1,3,2,8,0,0,1,0,0,1,1,3,3,6,1,0,0,1,68,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnum/2[Class<E>,String]",false,202,3,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,getEnumMap/1[Class<E>],false,286,4,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"isValidEnumIgnoreCase/2[Class<E>,String]",false,408,3,0,0,0,2,1,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,checkBitVectorable/1[Class<E>],false,73,3,0,0,0,2,5,5,1,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,10,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"generateBitVector/2[Class<E>,Iterable<? extends E>]",false,121,4,0,0,0,2,3,10,1,1,2,3,0,0,1,0,0,0,1,2,2,1,1,0,0,0,67,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnumSystemProperty/3[Class<E>,String,E]",false,325,3,0,0,0,1,2,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,isEnum/1[Class<E>],false,374,3,0,0,0,2,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,0,false
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,stream/1[Class<T>],false,466,3,0,0,0,2,3,3,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"processBitVectors/2[Class<E>,long[]]",false,444,4,0,0,0,4,9,13,1,4,2,9,0,0,0,1,0,1,1,2,3,3,2,0,0,1,56,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"generateBitVectors/2[Class<E>,E[]]",false,149,5,0,0,0,2,7,12,1,2,2,7,0,0,1,0,0,1,0,3,3,6,1,0,0,0,67,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnum/3[Class<E>,String,E]",false,219,3,0,0,0,4,1,11,3,0,3,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,32,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnumIgnoreCase/2[Class<E>,String]",false,242,3,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,"getEnumIgnoreCase/3[Class<E>,String,E]",false,260,3,0,0,0,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,0,true
E:\FYP_Project\temp_batch\File_5564.java,EnumUtils,asEnum/1[Class<E>],false,57,3,0,0,0,1,3,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,"succeeded/2[long,org.junit.rules.Description]",false,105,1,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,runtime/1[java.util.concurrent.TimeUnit],false,98,1,4,3,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,"apply/2[org.junit.rules.Statement,org.junit.rules.Description]",false,147,3,1,0,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,false
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,Stopwatch/0,true,84,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,"finished/2[long,org.junit.rules.Description]",false,123,1,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,getNanos/0,false,126,1,6,5,1,3,1,10,1,1,0,1,0,0,0,2,0,0,1,2,2,1,1,0,0,0,11,2,0,false
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,"failed/3[long,java.lang.Throwable,org.junit.rules.Description]",false,111,1,1,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,stopping/0,false,143,1,4,3,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,false
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,Stopwatch/1[org.junit.rules.Stopwatch.Clock],true,88,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,false
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,"skipped/3[long,org.junit.rules.AssumptionViolatedException,org.junit.rules.Description]",false,117,2,1,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,true
E:\FYP_Project\temp_batch\File_901.java,org.junit.rules.Stopwatch,starting/0,false,138,1,2,1,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,2,0,false
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$OrderTestRule$Anonymous2,evaluate/0,false,124,0,4,0,4,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,printStackTrace/1[java.io.PrintStream],false,64,0,0,0,0,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,getFailures/0,false,42,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,getMessage/0,false,47,0,0,0,0,2,7,7,1,1,0,7,0,0,1,0,0,0,2,0,1,0,1,0,0,0,10,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,printStackTrace/1[java.io.PrintWriter],false,71,0,0,0,0,2,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,printStackTrace/0,false,57,0,0,0,0,2,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,MultipleFailureException/1[java.util.List<java.lang.Throwable>],true,28,2,0,0,0,4,3,12,0,0,1,3,0,0,1,0,0,0,1,0,2,0,2,0,0,0,20,1,0,false
E:\FYP_Project\temp_batch\File_5597.java,org.junit.runners.model.MultipleFailureException,assertEmpty/1[java.util.List<java.lang.Throwable>],false,87,2,0,0,0,3,4,9,1,0,1,4,0,0,0,1,0,0,1,2,0,0,1,0,0,0,30,9,0,true
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoTests,dontSucceed/0,false,56,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoTests,succeed/0,false,52,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
E:\FYP_Project\temp_batch\File_989.java,MainTest,getPackageLocation/0,false,37,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,false
E:\FYP_Project\temp_batch\File_989.java,MainTest,testMain/1[String],false,49,4,0,0,0,2,13,12,0,4,1,13,0,0,1,0,0,0,4,2,4,0,1,0,0,2,41,1,0,true
E:\FYP_Project\temp_batch\File_3861.java,org.apache.commons.lang3.builder.RecursiveToStringStyle,accept/1[java.lang.Class<?>],false,86,1,1,1,0,1,3,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,true
E:\FYP_Project\temp_batch\File_3861.java,org.apache.commons.lang3.builder.RecursiveToStringStyle,"appendDetail/3[java.lang.StringBuffer,java.lang.String,java.util.Collection<?>]",false,97,1,1,0,1,1,4,5,0,0,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,false
E:\FYP_Project\temp_batch\File_3861.java,org.apache.commons.lang3.builder.RecursiveToStringStyle,"appendDetail/3[java.lang.StringBuffer,java.lang.String,java.lang.Object]",false,104,2,3,1,2,3,5,8,0,0,3,5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,false
E:\FYP_Project\temp_batch\File_3861.java,org.apache.commons.lang3.builder.RecursiveToStringStyle,RecursiveToStringStyle/0,true,67,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,true
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$Example,empty/0,false,28,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
E:\FYP_Project\temp_batch\File_985.java,org.apache.commons.lang3.EnumUtils,asEnum/1[java.lang.Class<E>],false,57,1,4,4,0,1,3,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,true
E:\FYP_Project\temp_batch\File_985.java,org.apache.commons.lang3.EnumUtils,"generateBitVectors/2[java.lang.Class<E>,E[]]",false,149,3,1,0,1,2,7,12,1,2,2,7,1,1,1,0,0,1,0,3,3,6,1,0,0,0,67,9,0,true
E:\FYP_Project\temp_batch\File_985.java,org.apache.commons.lang3.EnumUtils,getEnumMap/1[java.lang.Class<E>],false,286,2,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,true
E:\FYP_Project\temp_batch\File_985.java,org.apache.commons.lang3.EnumUtils,"generateBitVector/2[java.lang.Class<E>,java.lang.Iterable<? extends E>]",false,121,2,2,1,1,2,4,10,1,1,2,4,1,2,1,0,0,0,1,2,2,1,1,0,0,0,67,9,0,true
